chrom,start,end,coverage
chr1,156428000,156428500,28.8
chr1,156428500,156429000,32.7
chr1,156429000,156429500,31.3
chr1,156429500,156430000,27.3
chr1,156430000,156430500,31
chr1,156430500,156431000,28
chr1,156431000,156431500,29.2
chr1,156431500,156432000,31.5
chr1,156432000,156432500,30.4
chr1,156432500,156433000,28.1
chr1,156433000,156433500,29.3
chr1,156433500,156434000,29.1
chr1,156434000,156434500,29.4
chr1,156434500,156435000,30.5
chr1,156435000,156435500,28
chr1,156435500,156436000,31.6
chr1,156436000,156436500,28.9
chr1,156436500,156437000,29.2
chr1,156437000,156437500,29.8
chr1,156437500,156438000,31.2
chr1,156438000,156438500,29.9
chr1,156438500,156439000,29.9
chr1,156439000,156439500,28.1
chr1,156439500,156440000,30.4
chr1,156440000,156440500,27.1
chr1,156440500,156441000,28.6
chr1,156441000,156441500,28.7
chr1,156441500,156442000,32.3
chr1,156442000,156442500,30.2
chr1,156442500,156443000,28.1
chr1,156443000,156443500,32.8
chr1,156443500,156444000,27.7
chr1,156444000,156444500,32.5
chr1,156444500,156445000,29.1
chr1,156445000,156445500,27.2
chr1,156445500,156446000,31.5
chr1,156446000,156446500,30.7
chr1,156446500,156447000,28.6
chr1,156447000,156447500,27.8
chr1,156447500,156448000,32.5
chr1,156448000,156448500,32
chr1,156448500,156449000,28.6
chr1,156449000,156449500,27.7
chr1,156449500,156450000,32.6
chr1,156450000,156450500,32.3
chr1,156450500,156451000,32.5
chr1,156451000,156451500,32.8
chr1,156451500,156452000,27
chr1,156452000,156452500,28.4
chr1,156452500,156453000,31
chr1,156453000,156453500,30.6
chr1,156453500,156454000,32.3
chr1,156454000,156454500,27.2
chr1,156454500,156455000,30.8
chr1,156455000,156455500,32.7
chr1,156455500,156456000,31.8
chr1,156456000,156456500,32.7
chr1,156456500,156457000,32.2
chr1,156457000,156457500,27.2
chr1,156457500,156458000,28.5
chr1,156458000,156458500,30.2
chr1,156458500,156459000,27.8
chr1,156459000,156459500,31
chr1,156459500,156460000,27.8
chr1,156460000,156460500,29.6
chr1,156460500,156461000,32.7
chr1,156461000,156461500,31.7
chr1,156461500,156462000,31.5
chr1,156462000,156462500,32.7
chr1,156462500,156463000,32.6
chr1,156463000,156463500,30.9
chr1,156463500,156464000,29.2
chr1,156464000,156464500,32.2
chr1,156464500,156465000,30.1
chr1,156465000,156465500,30.2
chr1,156465500,156466000,28.5
chr1,156466000,156466500,27
chr1,156466500,156467000,29.6
chr1,156467000,156467500,32.8
chr1,156467500,156468000,27.1
chr1,156468000,156468500,27.7
chr1,156468500,156469000,32.2
chr1,156469000,156469500,31
chr1,156469500,156470000,31.8
chr1,156470000,156470500,32.8
chr1,156470500,156471000,27.9
chr1,156471000,156471500,32.7
chr1,156471500,156472000,27.6
chr1,156472000,156472500,30.3
chr1,156472500,156473000,32.4
chr1,156473000,156473500,28.6
chr1,156473500,156474000,28.2
chr1,156474000,156474500,30.1
chr1,156474500,156475000,28
chr1,156475000,156475500,28.2
chr1,156475500,156476000,32.9
chr1,156476000,156476500,32.1
chr1,156476500,156477000,31.6
chr1,156477000,156477500,30.8
chr1,156477500,156478000,31.9
chr1,156478000,156478500,28.7
chr1,156478500,156479000,32.8
chr1,156479000,156479500,30.2
chr1,156479500,156480000,30.5
chr1,156480000,156480500,28.5
chr1,156480500,156481000,32.8
chr1,156481000,156481500,30.4
chr1,156481500,156482000,32.8
chr1,156482000,156482500,28.4
chr1,156482500,156483000,31.5
chr1,156483000,156483500,31.1
chr1,156483500,156484000,30.1
chr1,156484000,156484500,27.5
chr1,156484500,156485000,29.7
chr1,156485000,156485500,30.1
chr1,156485500,156486000,31
chr1,156486000,156486500,28.5
chr1,156486500,156487000,32.3
chr1,156487000,156487500,33
chr1,156487500,156488000,27.9
chr1,156488000,156488500,32.2
chr1,156488500,156489000,32
chr1,156489000,156489500,29
chr1,156489500,156490000,29.3
chr1,156490000,156490500,32.1
chr1,156490500,156491000,30.8
chr1,156491000,156491500,31.9
chr1,156491500,156492000,30
chr1,156492000,156492500,30.9
chr1,156492500,156493000,27.3
chr1,156493000,156493500,31.7
chr1,156493500,156494000,27.8
chr1,156494000,156494500,29.6
chr1,156494500,156495000,27.7
chr1,156495000,156495500,31
chr1,156495500,156496000,32.8
chr1,156496000,156496500,30.3
chr1,156496500,156497000,30.8
chr1,156497000,156497500,28.2
chr1,156497500,156498000,30.8
chr1,156498000,156498500,30.7
chr1,156498500,156499000,31
chr1,156499000,156499500,31.1
chr1,156499500,156500000,32.6
chr1,156500000,156500500,30.6
chr1,156500500,156501000,29.9
chr1,156501000,156501500,30.8
chr1,156501500,156502000,31.1
chr1,156502000,156502500,30.4
chr1,156502500,156503000,28.5
chr1,156503000,156503500,27.9
chr1,156503500,156504000,31.5
chr1,156504000,156504500,29.4
chr1,156504500,156505000,32.4
chr1,156505000,156505500,29
chr1,156505500,156506000,30.2
chr1,156506000,156506500,30.7
chr1,156506500,156507000,30.6
chr1,156507000,156507500,29.5
chr1,156507500,156508000,29.9
chr1,156508000,156508500,28.2
chr1,156508500,156509000,29.7
chr1,156509000,156509500,28
chr1,156509500,156510000,30.5
chr1,156510000,156510500,31.8
chr1,156510500,156511000,31.7
chr1,156511000,156511500,30.6
chr1,156511500,156512000,30.8
chr1,156512000,156512500,27.1
chr1,156512500,156513000,27.6
chr1,156513000,156513500,32.9
chr1,156513500,156514000,28
chr1,156514000,156514500,29.5
chr1,156514500,156515000,29.9
chr1,156515000,156515500,28.7
chr1,156515500,156516000,27.4
chr1,156516000,156516500,27.1
chr1,156516500,156517000,29.5
chr1,156517000,156517500,28.6
chr1,156517500,156518000,29.3
chr1,156518000,156518500,32.7
chr1,156518500,156519000,27
chr1,156519000,156519500,30.5
chr1,156519500,156520000,29.5
chr1,156520000,156520500,32.7
chr1,156520500,156521000,28.8
chr1,156521000,156521500,32.5
chr1,156521500,156522000,27
chr1,156522000,156522500,29.6
chr1,156522500,156523000,28.5
chr1,156523000,156523500,29.7
chr1,156523500,156524000,30.7
chr1,156524000,156524500,27.4
chr1,156524500,156525000,27.3
chr1,156525000,156525500,31.4
chr1,156525500,156526000,27
chr1,156526000,156526500,30.8
chr1,156526500,156527000,31.3
chr1,156527000,156527500,29.4
chr1,156527500,156528000,30.4
chr1,156528000,156528500,28
chr1,156528500,156529000,30
chr1,156529000,156529500,29
chr1,156529500,156530000,29.8
chr1,156530000,156530500,27.6
chr1,156530500,156531000,31.5
chr1,156531000,156531500,27.4
chr1,156531500,156532000,31.3
chr1,156532000,156532500,28.6
chr1,156532500,156533000,29.5
chr1,156533000,156533500,30.5
chr1,156533500,156534000,27
chr1,156534000,156534500,30.1
chr1,156534500,156535000,30.2
chr1,156535000,156535500,29.9
chr1,156535500,156536000,32.2
chr1,156536000,156536500,27.2
chr1,156536500,156537000,30.1
chr1,156537000,156537500,29.3
chr1,156537500,156538000,27.6
chr1,156538000,156538500,32.8
chr1,156538500,156539000,28.5
chr1,156539000,156539500,30.4
chr1,156539500,156540000,32.9
chr1,156540000,156540500,28
chr1,156540500,156541000,29.3
chr1,156541000,156541500,27.5
chr1,156541500,156542000,29.5
chr1,156542000,156542500,31.1
chr1,156542500,156543000,31.9
chr1,156543000,156543500,27.6
chr1,156543500,156544000,30.4
chr1,156544000,156544500,31.9
chr1,156544500,156545000,32.3
chr1,156545000,156545500,30.9
chr1,156545500,156546000,29.9
chr1,156546000,156546500,30.8
chr1,156546500,156547000,32.9
chr1,156547000,156547500,28.5
chr1,156547500,156548000,29.4
chr1,156548000,156548500,32.7
chr1,156548500,156549000,31.4
chr1,156549000,156549500,32.2
chr1,156549500,156550000,32.5
chr1,156550000,156550500,29.2
chr1,156550500,156551000,29.3
chr1,156551000,156551500,30
chr1,156551500,156552000,29.8
chr1,156552000,156552500,28.8
chr1,156552500,156553000,32.1
chr1,156553000,156553500,29.3
chr1,156553500,156554000,29.9
chr1,156554000,156554500,28.1
chr1,156554500,156555000,33
chr1,156555000,156555500,30.1
chr1,156555500,156556000,31.1
chr1,156556000,156556500,30.1
chr1,156556500,156557000,31.5
chr1,156557000,156557500,27.6
chr1,156557500,156558000,31.1
chr1,156558000,156558500,28.1
chr1,156558500,156559000,30.9
chr1,156559000,156559500,31.1
chr1,156559500,156560000,30.1
chr1,156560000,156560500,31.7
chr1,156560500,156561000,30.7
chr1,156561000,156561500,29
chr1,156561500,156562000,27.5
chr1,156562000,156562500,29.5
chr1,156562500,156563000,31.7
chr1,156563000,156563500,30.5
chr1,156563500,156564000,27.5
chr1,156564000,156564500,27.9
chr1,156564500,156565000,32.3
chr1,156565000,156565500,32.1
chr1,156565500,156566000,29.1
chr1,156566000,156566500,28
chr1,156566500,156567000,31.5
chr1,156567000,156567500,30.1
chr1,156567500,156568000,27.3
chr1,156568000,156568500,28.3
chr1,156568500,156569000,27.9
chr1,156569000,156569500,31
chr1,156569500,156570000,27.3
chr1,156570000,156570500,32.8
chr1,156570500,156571000,29.8
chr1,156571000,156571500,32.6
chr1,156571500,156572000,29.2
chr1,156572000,156572500,28.1
chr1,156572500,156573000,27.8
chr1,156573000,156573500,31.1
chr1,156573500,156574000,28.6
chr1,156574000,156574500,29.3
chr1,156574500,156575000,31.8
chr1,156575000,156575500,30.1
chr1,156575500,156576000,30.2
chr1,156576000,156576500,28.8
chr1,156576500,156577000,28.1
chr1,156577000,156577500,29.1
chr1,156577500,156578000,31.6
chr1,156578000,156578500,30.6
chr1,156578500,156579000,27.1
chr1,156579000,156579500,31.9
chr1,156579500,156580000,27.5
chr1,156580000,156580500,28.6
chr1,156580500,156581000,31.8
chr1,156581000,156581500,30.1
chr1,156581500,156582000,32.5
chr1,156582000,156582500,30.3
chr1,156582500,156583000,32.7
chr1,156583000,156583500,30.3
chr1,156583500,156584000,27.1
chr1,156584000,156584500,29.9
chr1,156584500,156585000,29.5
chr1,156585000,156585500,30.9
chr1,156585500,156586000,29.2
chr1,156586000,156586500,29.7
chr1,156586500,156587000,31.4
chr1,156587000,156587500,30.6
chr1,156587500,156588000,32.8
chr1,156588000,156588500,31.5
chr1,156588500,156589000,29.4
chr1,156589000,156589500,32.9
chr1,156589500,156590000,29.1
chr1,156590000,156590500,31.9
chr1,156590500,156591000,30.1
chr1,156591000,156591500,29.7
chr1,156591500,156592000,31.4
chr1,156592000,156592500,29
chr1,156592500,156593000,31.6
chr1,156593000,156593500,32.7
chr1,156593500,156594000,29.9
chr1,156594000,156594500,31.8
chr1,156594500,156595000,29
chr1,156595000,156595500,31.5
chr1,156595500,156596000,32.6
chr1,156596000,156596500,30.1
chr1,156596500,156597000,27.1
chr1,156597000,156597500,29.7
chr1,156597500,156598000,28.9
chr1,156598000,156598500,28.8
chr1,156598500,156599000,28.2
chr1,156599000,156599500,28.3
chr1,156599500,156600000,28.1
chr1,156600000,156600500,29.8
chr1,156600500,156601000,28.6
chr1,156601000,156601500,28.8
chr1,156601500,156602000,31.1
chr1,156602000,156602500,32.6
chr1,156602500,156603000,32.5
chr1,156603000,156603500,30.7
chr1,156603500,156604000,30.5
chr1,156604000,156604500,29.8
chr1,156604500,156605000,27.6
chr1,156605000,156605500,27.6
chr1,156605500,156606000,31.1
chr1,156606000,156606500,30.3
chr1,156606500,156607000,31.3
chr1,156607000,156607500,29.4
chr1,156607500,156608000,31
chr1,156608000,156608500,31.2
chr1,156608500,156609000,27.7
chr1,156609000,156609500,27.2
chr1,156609500,156610000,32.5
chr1,156610000,156610500,32.1
chr1,156610500,156611000,31.7
chr1,156611000,156611500,28.4
chr1,156611500,156612000,27.8
chr1,156612000,156612500,32.7
chr1,156612500,156613000,32.1
chr1,156613000,156613500,30.9
chr1,156613500,156614000,30
chr1,156614000,156614500,28.5
chr1,156614500,156615000,31.5
chr1,156615000,156615500,32.5
chr1,156615500,156616000,28.3
chr1,156616000,156616500,28.5
chr1,156616500,156617000,31.6
chr1,156617000,156617500,27.2
chr1,156617500,156618000,32
chr1,156618000,156618500,27.6
chr1,156618500,156619000,32.7
chr1,156619000,156619500,27.3
chr1,156619500,156620000,31.6
chr1,156620000,156620500,29.7
chr1,156620500,156621000,32.6
chr1,156621000,156621500,27
chr1,156621500,156622000,31
chr1,156622000,156622500,27.2
chr1,156622500,156623000,32.1
chr1,156623000,156623500,27.3
chr1,156623500,156624000,27.7
chr1,156624000,156624500,30.2
chr1,156624500,156625000,29.3
chr1,156625000,156625500,32.4
chr1,156625500,156626000,29.8
chr1,156626000,156626500,28.8
chr1,156626500,156627000,32.5
chr1,156627000,156627500,27.3
chr1,156627500,156628000,28.7
chr1,156628000,156628500,28.1
chr1,156628500,156629000,32.3
chr1,156629000,156629500,27.7
chr1,156629500,156630000,29
chr1,156630000,156630500,29.8
chr1,156630500,156631000,30.8
chr1,156631000,156631500,28
chr1,156631500,156632000,27.4
chr1,156632000,156632500,32.4
chr1,156632500,156633000,27.3
chr1,156633000,156633500,32.2
chr1,156633500,156634000,29
chr1,156634000,156634500,27.4
chr1,156634500,156635000,27.1
chr1,156635000,156635500,31.7
chr1,156635500,156636000,28
chr1,156636000,156636500,27.6
chr1,156636500,156637000,28
chr1,156637000,156637500,32.2
chr1,156637500,156638000,33
chr1,156638000,156638500,28.2
chr1,156638500,156639000,28.4
chr1,156639000,156639500,31.4
chr1,156639500,156640000,28.7
chr1,156640000,156640500,29.4
chr1,156640500,156641000,28.3
chr1,156641000,156641500,28.6
chr1,156641500,156642000,32
chr1,156642000,156642500,31.8
chr1,156642500,156643000,29.2
chr1,156643000,156643500,28
chr1,156643500,156644000,27.9
chr1,156644000,156644500,28.7
chr1,156644500,156645000,32.9
chr1,156645000,156645500,30.5
chr1,156645500,156646000,28
chr1,156646000,156646500,31.1
chr1,156646500,156647000,30.2
chr1,156647000,156647500,32.9
chr1,156647500,156648000,28.2
chr1,156648000,156648500,30.1
chr1,156648500,156649000,32.4
chr1,156649000,156649500,30.8
chr1,156649500,156650000,31.7
chr1,156650000,156650500,28.1
chr1,156650500,156651000,32.7
chr1,156651000,156651500,31.7
chr1,156651500,156652000,30.1
chr1,156652000,156652500,27.5
chr1,156652500,156653000,29.1
chr1,156653000,156653500,27.5
chr1,156653500,156654000,27.8
chr1,156654000,156654500,30.4
chr1,156654500,156655000,27.8
chr1,156655000,156655500,28.8
chr1,156655500,156656000,28.9
chr1,156656000,156656500,30
chr1,156656500,156657000,31.8
chr1,156657000,156657500,32.5
chr1,156657500,156658000,28.3
chr1,156658000,156658500,32
chr1,156658500,156659000,30.9
chr1,156659000,156659500,32.4
chr1,156659500,156660000,31.4
chr1,156660000,156660500,28.5
chr1,156660500,156661000,31.3
chr1,156661000,156661500,31.3
chr1,156661500,156662000,28.3
chr1,156662000,156662500,32.1
chr1,156662500,156663000,32.4
chr1,156663000,156663500,28.7
chr1,156663500,156664000,32.7
chr1,156664000,156664500,30.3
chr1,156664500,156665000,27.2
chr1,156665000,156665500,28
chr1,156665500,156666000,30.3
chr1,156666000,156666500,30.5
chr1,156666500,156667000,32.2
chr1,156667000,156667500,32.8
chr1,156667500,156668000,29
chr1,156668000,156668500,27.8
chr1,156668500,156669000,32.3
chr1,156669000,156669500,28.1
chr1,156669500,156670000,30
chr1,156670000,156670500,32.3
chr1,156670500,156671000,30.2
chr1,156671000,156671500,28.1
chr1,156671500,156672000,31.9
chr1,156672000,156672500,28
chr1,156672500,156673000,32.7
chr1,156673000,156673500,29.2
chr1,156673500,156674000,32.4
chr1,156674000,156674500,28.9
chr1,156674500,156675000,27.9
chr1,156675000,156675500,31.3
chr1,156675500,156676000,29.1
chr1,156676000,156676500,27.4
chr1,156676500,156677000,30.7
chr1,156677000,156677500,30.6
chr1,156677500,156678000,31.8
chr1,156678000,156678500,27.9
chr1,156678500,156679000,28.5
chr1,156679000,156679500,28.6
chr1,156679500,156680000,30.6
chr1,156680000,156680500,32.1
chr1,156680500,156681000,29
chr1,156681000,156681500,28.4
chr1,156681500,156682000,31.7
chr1,156682000,156682500,27.8
chr1,156682500,156683000,30.6
chr1,156683000,156683500,27.7
chr1,156683500,156684000,32.7
chr1,156684000,156684500,29.8
chr1,156684500,156685000,29.2
chr1,156685000,156685500,30.4
chr1,156685500,156686000,28
chr1,156686000,156686500,29.9
chr1,156686500,156687000,31.9
chr1,156687000,156687500,28.1
chr1,156687500,156688000,28
chr1,156688000,156688500,32.7
chr1,156688500,156689000,30.3
chr1,156689000,156689500,27.6
chr1,156689500,156690000,28.7
chr1,156690000,156690500,28.3
chr1,156690500,156691000,29.2
chr1,156691000,156691500,27.9
chr1,156691500,156692000,29.3
chr1,156692000,156692500,27.3
chr1,156692500,156693000,32.6
chr1,156693000,156693500,30.6
chr1,156693500,156694000,27
chr1,156694000,156694500,28.3
chr1,156694500,156695000,28
chr1,156695000,156695500,28.9
chr1,156695500,156696000,29.9
chr1,156696000,156696500,30.6
chr1,156696500,156697000,32.3
chr1,156697000,156697500,29.1
chr1,156697500,156698000,29.9
chr1,156698000,156698500,29.8
chr1,156698500,156699000,27.3
chr1,156699000,156699500,29
chr1,156699500,156700000,32
chr1,156700000,156700500,29.4
chr1,156700500,156701000,27.2
chr1,156701000,156701500,31.1
chr1,156701500,156702000,32.8
chr1,156702000,156702500,29.5
chr1,156702500,156703000,28.6
chr1,156703000,156703500,28
chr1,156703500,156704000,29.4
chr1,156704000,156704500,30.2
chr1,156704500,156705000,31.3
chr1,156705000,156705500,28.2
chr1,156705500,156706000,32.8
chr1,156706000,156706500,31
chr1,156706500,156707000,30.9
chr1,156707000,156707500,29.4
chr1,156707500,156708000,31.5
chr1,156708000,156708500,29.3
chr1,156708500,156709000,32.2
chr1,156709000,156709500,31.4
chr1,156709500,156710000,32.3
chr1,156710000,156710500,31.7
chr1,156710500,156711000,32.1
chr1,156711000,156711500,30.9
chr1,156711500,156712000,28.6
chr1,156712000,156712500,29.5
chr1,156712500,156713000,29.6
chr1,156713000,156713500,29.7
chr1,156713500,156714000,28.5
chr1,156714000,156714500,27.2
chr1,156714500,156715000,30.7
chr1,156715000,156715500,28.9
chr1,156715500,156716000,28.5
chr1,156716000,156716500,31.5
chr1,156716500,156717000,31.9
chr1,156717000,156717500,32.7
chr1,156717500,156718000,29.3
chr1,156718000,156718500,27.6
chr1,156718500,156719000,27.8
chr1,156719000,156719500,29.2
chr1,156719500,156720000,30.4
chr1,156720000,156720500,30.6
chr1,156720500,156721000,30.5
chr1,156721000,156721500,30.7
chr1,156721500,156722000,28
chr1,156722000,156722500,32.6
chr1,156722500,156723000,32.4
chr1,156723000,156723500,31.2
chr1,156723500,156724000,28.2
chr1,156724000,156724500,27.4
chr1,156724500,156725000,32.3
chr1,156725000,156725500,33
chr1,156725500,156726000,28.1
chr1,156726000,156726500,27.4
chr1,156726500,156727000,29.1
chr1,156727000,156727500,30.7
chr1,156727500,156728000,29.7
chr1,156728000,156728500,28.6
chr1,156728500,156729000,30.1
chr1,156729000,156729500,29.5
chr1,156729500,156730000,31.9
chr1,156730000,156730500,28.5
chr1,156730500,156731000,32.3
chr1,156731000,156731500,32.2
chr1,156731500,156732000,31.9
chr1,156732000,156732500,31.3
chr1,156732500,156733000,27.5
chr1,156733000,156733500,29.2
chr1,156733500,156734000,27.2
chr1,156734000,156734500,30.9
chr1,156734500,156735000,32.6
chr1,156735000,156735500,28.2
chr1,156735500,156736000,28.4
chr1,156736000,156736500,31.7
chr1,156736500,156737000,29.7
chr1,156737000,156737500,28.9
chr1,156737500,156738000,32.4
chr1,156738000,156738500,27.7
chr1,156738500,156739000,32.7
chr1,156739000,156739500,30.1
chr1,156739500,156740000,29.1
chr1,156740000,156740500,29
chr1,156740500,156741000,32.1
chr1,156741000,156741500,28.2
chr1,156741500,156742000,29.5
chr1,156742000,156742500,29
chr1,156742500,156743000,27.3
chr1,156743000,156743500,29.6
chr1,156743500,156744000,29.4
chr1,156744000,156744500,27.4
chr1,156744500,156745000,30.5
chr1,156745000,156745500,32.5
chr1,156745500,156746000,32.5
chr1,156746000,156746500,30.2
chr1,156746500,156747000,33
chr1,156747000,156747500,31.1
chr1,156747500,156748000,29.8
chr1,156748000,156748500,32.8
chr1,156748500,156749000,32
chr1,156749000,156749500,30
chr1,156749500,156750000,28.8
chr1,156750000,156750500,27
chr1,156750500,156751000,31
chr1,156751000,156751500,31.1
chr1,156751500,156752000,32.2
chr1,156752000,156752500,27.3
chr1,156752500,156753000,29
chr1,156753000,156753500,30.2
chr1,156753500,156754000,31
chr1,156754000,156754500,31.7
chr1,156754500,156755000,29.8
chr1,156755000,156755500,30.3
chr1,156755500,156756000,30.5
chr1,156756000,156756500,27.9
chr1,156756500,156757000,27.7
chr1,156757000,156757500,28.7
chr1,156757500,156758000,32.5
chr1,156758000,156758500,30.7
chr1,156758500,156759000,31
chr1,156759000,156759500,27.5
chr1,156759500,156760000,30.1
chr1,156760000,156760500,28.9
chr1,156760500,156761000,27.5
chr1,156761000,156761500,32
chr1,156761500,156762000,28.8
chr1,156762000,156762500,29.1
chr1,156762500,156763000,32.1
chr1,156763000,156763500,29
chr1,156763500,156764000,32.2
chr1,156764000,156764500,31.4
chr1,156764500,156765000,30.7
chr1,156765000,156765500,32.8
chr1,156765500,156766000,28.8
chr1,156766000,156766500,32.6
chr1,156766500,156767000,32.2
chr1,156767000,156767500,28.6
chr1,156767500,156768000,27.9
chr1,156768000,156768500,31.5
chr1,156768500,156769000,28.4
chr1,156769000,156769500,28
chr1,156769500,156770000,31.3
chr1,156770000,156770500,31.1
chr1,156770500,156771000,27.3
chr1,156771000,156771500,29.9
chr1,156771500,156772000,28.7
chr1,156772000,156772500,31.5
chr1,156772500,156773000,29.1
chr1,156773000,156773500,31
chr1,156773500,156774000,28.8
chr1,156774000,156774500,30.4
chr1,156774500,156775000,27.2
chr1,156775000,156775500,31.8
chr1,156775500,156776000,31.2
chr1,156776000,156776500,28.6
chr1,156776500,156777000,32.5
chr1,156777000,156777500,27.7
chr1,156777500,156778000,27.3
chr1,156778000,156778500,27.5
chr1,156778500,156779000,29.8
chr1,156779000,156779500,32.4
chr1,156779500,156780000,32.8
chr1,156780000,156780500,28.8
chr1,156780500,156781000,32
chr1,156781000,156781500,30.8
chr1,156781500,156782000,31.3
chr1,156782000,156782500,27.6
chr1,156782500,156783000,29.6
chr1,156783000,156783500,27.8
chr1,156783500,156784000,27.8
chr1,156784000,156784500,29.9
chr1,156784500,156785000,32.7
chr1,156785000,156785500,29.7
chr1,156785500,156786000,30.5
chr1,156786000,156786500,32.4
chr1,156786500,156787000,27.8
chr1,156787000,156787500,29.4
chr1,156787500,156788000,28.7
chr1,156788000,156788500,28.2
chr1,156788500,156789000,31.7
chr1,156789000,156789500,28.3
chr1,156789500,156790000,28.6
chr1,156790000,156790500,29.5
chr1,156790500,156791000,28.2
chr1,156791000,156791500,30.4
chr1,156791500,156792000,32.8
chr1,156792000,156792500,32.7
chr1,156792500,156793000,30.9
chr1,156793000,156793500,30.2
chr1,156793500,156794000,31
chr1,156794000,156794500,31.5
chr1,156794500,156795000,31.8
chr1,156795000,156795500,32.1
chr1,156795500,156796000,28.5
chr1,156796000,156796500,30.7
chr1,156796500,156797000,27.9
chr1,156797000,156797500,28.1
chr1,156797500,156798000,29
chr1,156798000,156798500,31.6
chr1,156798500,156799000,29.8
chr1,156799000,156799500,32.6
chr1,156799500,156800000,27.7
chr1,156800000,156800500,29.6
chr1,156800500,156801000,28.2
chr1,156801000,156801500,31.3
chr1,156801500,156802000,31.3
chr1,156802000,156802500,30.5
chr1,156802500,156803000,28
chr1,156803000,156803500,30.4
chr1,156803500,156804000,32.9
chr1,156804000,156804500,32.6
chr1,156804500,156805000,31.1
chr1,156805000,156805500,30.4
chr1,156805500,156806000,27.6
chr1,156806000,156806500,31.2
chr1,156806500,156807000,32.9
chr1,156807000,156807500,27.6
chr1,156807500,156808000,32.8
chr1,156808000,156808500,30.5
chr1,156808500,156809000,30.5
chr1,156809000,156809500,30.3
chr1,156809500,156810000,27.3
chr1,156810000,156810500,27.9
chr1,156810500,156811000,29.2
chr1,156811000,156811500,33
chr1,156811500,156812000,31.9
chr1,156812000,156812500,28.9
chr1,156812500,156813000,27.4
chr1,156813000,156813500,31.8
chr1,156813500,156814000,33
chr1,156814000,156814500,29.9
chr1,156814500,156815000,30.4
chr1,156815000,156815500,28.7
chr1,156815500,156816000,32.1
chr1,156816000,156816500,29.7
chr1,156816500,156817000,27.6
chr1,156817000,156817500,27.8
chr1,156817500,156818000,31.4
chr1,156818000,156818500,27
chr1,156818500,156819000,28.6
chr1,156819000,156819500,27.8
chr1,156819500,156820000,28.4
chr1,156820000,156820500,28.2
chr1,156820500,156821000,31.4
chr1,156821000,156821500,27.1
chr1,156821500,156822000,28.8
chr1,156822000,156822500,32.2
chr1,156822500,156823000,30.1
chr1,156823000,156823500,28.7
chr1,156823500,156824000,29.6
chr1,156824000,156824500,33
chr1,156824500,156825000,27.3
chr1,156825000,156825500,32.9
chr1,156825500,156826000,30.5
chr1,156826000,156826500,32.2
chr1,156826500,156827000,31.9
chr1,156827000,156827500,32
chr1,156827500,156828000,30.8
chr1,156828000,156828500,32.8
chr1,156828500,156829000,30.2
chr1,156829000,156829500,31.3
chr1,156829500,156830000,32.8
chr1,156830000,156830500,31.9
chr1,156830500,156831000,31.9
chr1,156831000,156831500,28
chr1,156831500,156832000,30.6
chr1,156832000,156832500,30.6
chr1,156832500,156833000,29.7
chr1,156833000,156833500,28.6
chr1,156833500,156834000,27
chr1,156834000,156834500,30.1
chr1,156834500,156835000,28
chr1,156835000,156835500,30.3
chr1,156835500,156836000,30.8
chr1,156836000,156836500,29.3
chr1,156836500,156837000,29.3
chr1,156837000,156837500,28.7
chr1,156837500,156838000,32
chr1,156838000,156838500,27.5
chr1,156838500,156839000,30
chr1,156839000,156839500,28.8
chr1,156839500,156840000,31.6
chr1,156840000,156840500,30.2
chr1,156840500,156841000,33
chr1,156841000,156841500,32.2
chr1,156841500,156842000,32.6
chr1,156842000,156842500,30.7
chr1,156842500,156843000,28
chr1,156843000,156843500,29.4
chr1,156843500,156844000,28.3
chr1,156844000,156844500,27.3
chr1,156844500,156845000,30.5
chr1,156845000,156845500,28.5
chr1,156845500,156846000,32.5
chr1,156846000,156846500,28.3
chr1,156846500,156847000,32.9
chr1,156847000,156847500,32.3
chr1,156847500,156848000,31.4
chr1,156848000,156848500,31
chr1,156848500,156849000,30.8
chr1,156849000,156849500,27.5
chr1,156849500,156850000,28
chr1,156850000,156850500,27.4
chr1,156850500,156851000,31.2
chr1,156851000,156851500,27.8
chr1,156851500,156852000,27.3
chr1,156852000,156852500,31
chr1,156852500,156853000,28.5
chr1,156853000,156853500,31.1
chr1,156853500,156854000,29.2
chr1,156854000,156854500,28.5
chr1,156854500,156855000,28.7
chr1,156855000,156855500,32.5
chr1,156855500,156856000,30.6
chr1,156856000,156856500,32.8
chr1,156856500,156857000,30.9
chr1,156857000,156857500,30.1
chr1,156857500,156858000,32.7
chr1,156858000,156858500,32
chr1,156858500,156859000,29
chr1,156859000,156859500,30.1
chr1,156859500,156860000,31.4
chr1,156860000,156860500,28.9
chr1,156860500,156861000,27.9
chr1,156861000,156861500,27.7
chr1,156861500,156862000,32.6
chr1,156862000,156862500,29
chr1,156862500,156863000,31
chr1,156863000,156863500,29.9
chr1,156863500,156864000,27.6
chr1,156864000,156864500,29.4
chr1,156864500,156865000,30.3
chr1,156865000,156865500,32.8
chr1,156865500,156866000,28
chr1,156866000,156866500,32.4
chr1,156866500,156867000,27.7
chr1,156867000,156867500,28.5
chr1,156867500,156868000,32.2
chr1,156868000,156868500,32.4
chr1,156868500,156869000,29.6
chr1,156869000,156869500,31.2
chr1,156869500,156870000,29.6
chr1,156870000,156870500,32.3
chr1,156870500,156871000,27.4
chr1,156871000,156871500,32
